dateandtime,NGP,EGT,WF,Status
1/5/2018 3:20,85.4836782,1378.01,5843.81392,2
1/5/2018 3:25,85.4755947,1372.93,5832.82784,2
1/5/2018 3:30,85.4836782,1374.77,5832.82784,2
1/5/2018 3:35,85.4755947,1372.97,5840.15824,2
1/5/2018 3:40,85.4676063,1377.21,5829.17216,2
1/5/2018 3:45,85.4998452,1375.44,5843.81392,2
1/5/2018 3:50,85.5078336,1375.74,5843.81392,2
1/5/2018 3:55,85.4917617,1374.63,5836.49304,2
1/5/2018 4:00,85.4676063,1372.98,5836.49304,2
1/5/2018 4:05,85.4998452,1372.98,5836.49304,2
1/5/2018 4:10,85.4917617,1376.11,5832.82784,2
1/5/2018 4:15,85.4998452,1375.54,5843.81392,2
1/5/2018 4:20,85.5240006,1373.25,5836.49304,2
1/5/2018 4:25,85.5240006,1375.59,5840.15824,2
1/5/2018 4:30,85.5159171,1374.45,5836.49304,2
1/5/2018 4:35,85.5078336,1372.85,5829.17216,2
1/5/2018 4:40,85.548156,1373.4,5847.47912,2
1/5/2018 4:45,85.5240006,1378.18,5843.81392,2
1/5/2018 4:50,85.5400725,1375.98,5851.1348,2
1/5/2018 4:55,85.5802998,1376.92,5847.47912,2
1/5/2018 5:00,85.548156,1372.89,5851.1348,2
1/5/2018 5:05,85.5723114,1376.3,5847.47912,2
1/5/2018 5:10,85.70026458,1374.572,5873.943645,2
1/5/2018 5:15,85.94117664,1374.424,5874.736016,2
1/5/2018 5:20,86.08513507,1371.176,5893.911376,2
1/5/2018 5:25,86.27776558,1376.528,5905.726768,2
1/5/2018 5:30,86.47853344,1369.35,5906.445296,2
1/5/2018 5:35,86.66303395,1375.792,5929.357552,2
1/5/2018 5:40,86.81495986,1374.334,5933.739056,2
1/5/2018 5:45,86.98321975,1372.686,5949.264,2
1/5/2018 5:50,87.19232333,1373.358,5964.803728,2
1/5/2018 5:55,87.35234998,1374.18,5969.14088,2
1/5/2018 6:00,87.52047989,1371.612,5984.688,2
1/5/2018 6:05,87.68039051,1370.274,5992.742096,2
1/5/2018 6:10,87.8980425,1372.246,6012.065296,2
1/5/2018 6:15,88.04140102,1368.458,6012.584413,2
1/5/2018 6:20,88.24266672,1375.82,6035.69608,2
1/5/2018 6:25,88.40237993,1372.542,6039.944528,2
1/5/2018 6:30,88.58712666,1368.774,6059.326864,2
1/5/2018 6:35,88.75513994,1369.826,6067.344,2
1/5/2018 6:40,88.9148187,1373.938,6075.346352,2
1/5/2018 6:45,89.13305104,1370.66,6094.77304,2
1/5/2018 6:50,89.26751246,1370.312,6110.398941,2
1/5/2018 6:55,89.48591062,1371.944,6118.403824,2
1/5/2018 7:00,89.62020623,1367.806,6130.219216,2
1/5/2018 7:10,89.81341999,1371.738,6142.034608,2
1/5/2018 7:15,89.9729,1368.99,6142.31,2
1/5/2018 7:20,89.9729,1371.01,6153.85,0
1/5/2018 7:25,89.956,1368.6,6153.85,0
1/5/2018 7:30,89.9475,1371.81,6157.69,0
1/5/2018 7:35,89.9729,1370.58,6146.15,0
1/5/2018 7:40,89.9983,1371.31,6150,0
1/5/2018 7:45,89.9983,1372.38,6161.54,0
1/5/2018 7:50,89.9898,1371.27,6153.85,0
1/5/2018 7:55,89.9898,1371.69,6153.85,0
1/5/2018 8:00,90.0322,1371.16,6146.15,0
1/5/2018 8:05,90.0491,1366.06,6150,0
1/5/2018 8:10,90.0068,1368.57,6150,0
1/5/2018 8:15,90.0237,1371.55,6153.85,0
1/5/2018 8:20,90.0068,1366.7,6161.54,0
1/5/2018 8:25,90.0322,1371.25,6157.69,0
1/5/2018 8:30,90.0237,1369.43,6146.15,0
1/5/2018 8:35,90.0068,1369.73,6150,0
1/5/2018 8:40,90.0322,1372.4,6153.85,0
1/5/2018 8:45,90.0322,1370.85,6153.85,0
1/5/2018 8:50,90.0745,1372.77,6165.38,0
1/5/2018 8:55,90.0661,1368.35,6157.69,0
1/5/2018 9:00,90.0576,1371.53,6165.38,0
1/5/2018 9:05,90.0999,1370.66,6169.23,0
1/5/2018 9:10,90.083,1370.75,6173.08,0
1/5/2018 9:15,90.1423,1373.26,6173.08,0
1/5/2018 9:20,90.1169,1369.8,6173.08,0
1/5/2018 9:25,90.1423,1367.71,6173.08,0
1/5/2018 9:30,90.1846,1370.02,6176.92,0
1/5/2018 9:35,90.1931,1373.24,6180.77,0
1/5/2018 9:40,90.1931,1366.36,6176.92,0
1/5/2018 9:45,90.21,1369.33,6180.77,0
1/5/2018 9:50,90.2185,1369.67,6200,0
1/5/2018 9:55,90.21,1372.77,6180.77,0
1/5/2018 10:00,90.2524,1368.6,6188.46,0
1/5/2018 10:05,90.2439,1369.06,6200,0
1/5/2018 10:10,90.2778,1368.68,6188.46,0
1/5/2018 10:15,90.2608,1370.28,6192.31,0
1/5/2018 10:20,90.2608,1370.35,6203.85,0
1/5/2018 10:25,90.2778,1370.26,6192.31,0
1/5/2018 10:30,90.2354,1367.81,6200,0
1/5/2018 10:35,90.2608,1368.83,6192.31,0
1/5/2018 10:40,90.2947,1371.02,6184.62,0
1/5/2018 10:45,90.2524,1372.71,6192.31,0
1/5/2018 10:50,90.2947,1368.58,6200,0
1/5/2018 10:55,90.2778,1370.04,6188.46,0
1/5/2018 11:00,90.2778,1369.5,6184.62,0
1/5/2018 11:05,90.2608,1373.64,6188.46,0
1/5/2018 11:10,90.2185,1369.29,6188.46,0
1/5/2018 11:15,90.2354,1370.18,6176.92,0
1/5/2018 11:20,90.2439,1371.92,6192.31,0
1/5/2018 11:25,90.1931,1368.48,6184.62,0
1/5/2018 11:30,90.2439,1369.3,6184.62,0
1/5/2018 11:35,90.21,1371.47,6192.31,0
1/5/2018 11:40,90.1931,1368.02,6180.77,0
1/5/2018 11:45,90.1846,1373.45,6176.92,0
1/5/2018 11:50,90.1846,1367.43,6184.62,0
1/5/2018 11:55,90.1677,1369.12,6173.08,0
1/5/2018 12:00,90.2185,1369.99,6176.92,0
1/5/2018 12:05,90.21,1368.41,6169.23,0
1/5/2018 12:10,90.1592,1370.52,6180.77,0
1/5/2018 12:15,90.1846,1369.67,6165.38,0
1/5/2018 12:20,90.1846,1369.79,6169.23,0
1/5/2018 12:25,90.1846,1369.23,6169.23,0
1/5/2018 12:30,90.1592,1368.11,6165.38,0
1/5/2018 12:35,90.0999,1372.37,6165.38,0
1/5/2018 12:40,90.0999,1366.16,6161.54,0
1/5/2018 12:45,90.0915,1372.63,6146.15,0
1/5/2018 12:50,90.083,1367.88,6153.85,0
1/5/2018 12:55,90.0915,1369.55,6165.38,0
1/5/2018 13:00,90.083,1370.35,6157.69,0
1/5/2018 13:05,90.0745,1368.21,6161.54,0
1/5/2018 13:10,90.0491,1367.77,6153.85,0
1/5/2018 13:15,90.0237,1368.88,6153.85,0
1/5/2018 13:20,90.0661,1371.04,6161.54,0
1/5/2018 13:25,90.0322,1368.69,6153.85,0
1/5/2018 13:30,90.0237,1372.14,6157.69,0
1/5/2018 13:35,90.0322,1367.14,6150,0
1/5/2018 13:40,90.0152,1370.12,6153.85,0
1/5/2018 13:45,90.0322,1366.4,6153.85,0
1/5/2018 13:50,90.0237,1367.26,6161.54,0
1/5/2018 13:55,90.0322,1369.03,6146.15,0
1/5/2018 14:00,90.0322,1373.83,6157.69,0
1/5/2018 14:05,90.0237,1371.87,6153.85,0
1/5/2018 14:10,90.0237,1367.57,6157.69,0
1/5/2018 14:15,90.0068,1370.42,6146.15,0
1/5/2018 14:20,89.9814,1372.95,6150,0
1/5/2018 14:25,89.9729,1371.74,6157.69,0
1/5/2018 14:30,89.9814,1371.84,6142.31,0
1/5/2018 14:35,89.9475,1368.58,6150,0
1/5/2018 14:40,89.9898,1369.72,6138.46,0
1/5/2018 14:45,89.9814,1366.33,6138.46,0
1/5/2018 14:50,89.9475,1369.2,6150,0
1/5/2018 14:55,89.9221,1368.27,6130.77,0
1/5/2018 15:00,89.9221,1370.04,6134.62,0
1/5/2018 15:05,89.9052,1372.12,6138.46,0
1/5/2018 15:10,89.9221,1371.11,6126.92,0
1/5/2018 15:15,89.8967,1369.03,6138.46,0
1/5/2018 15:20,89.8543,1371.77,6138.46,0
1/5/2018 15:25,89.8967,1373.75,6130.77,0
1/5/2018 15:30,89.9052,1370.62,6134.62,0
1/5/2018 15:35,89.8205,1368.93,6130.77,0
1/5/2018 15:40,89.8628,1366.85,6130.77,0
1/5/2018 15:45,89.8628,1369.73,6134.62,0
1/5/2018 15:50,89.8628,1371.06,6146.15,0
1/5/2018 15:55,89.9052,1369.93,6130.77,0
1/5/2018 16:00,89.8289,1373.39,6134.62,0
1/5/2018 16:05,89.8628,1366.97,6142.31,0
1/5/2018 16:10,89.8374,1370.74,6130.77,0
1/5/2018 16:15,89.8459,1368.76,6134.62,0
1/5/2018 16:20,89.8205,1368.36,6138.46,0
1/5/2018 16:25,89.8205,1371.53,6138.46,0
1/5/2018 16:30,89.8543,1371.91,6142.31,0
1/5/2018 16:35,89.8205,1370.55,6130.77,0
1/5/2018 16:40,89.8035,1372.57,6146.15,0
1/5/2018 16:45,89.8374,1370.48,6142.31,0
1/5/2018 16:50,89.8205,1371.78,6142.31,0
1/5/2018 16:55,89.7781,1370.59,6142.31,0
1/5/2018 17:00,89.8035,1372.16,6150,0
1/5/2018 17:05,89.8289,1372.56,6150,0
1/5/2018 17:10,89.8289,1365.85,6150,0
1/5/2018 17:15,89.8289,1369.79,6146.15,0
1/5/2018 17:20,89.8628,1370.06,6150,0
1/5/2018 17:25,89.8628,1367.26,6157.69,0
1/5/2018 17:30,89.8035,1372.81,6150,0
1/5/2018 17:35,89.8374,1371.65,6150,0
1/5/2018 17:40,89.8543,1368.86,6150,0
1/5/2018 17:45,89.8205,1372.56,6153.85,0
1/5/2018 17:50,89.8205,1370.87,6146.15,0
1/5/2018 17:55,89.8289,1369.6,6150,0
1/5/2018 18:00,89.8035,1366.32,6150,0
1/5/2018 18:05,89.8374,1366.17,6138.46,0
1/5/2018 18:10,89.8289,1367.94,6150,0
1/5/2018 18:15,89.8289,1373.25,6146.15,0
1/5/2018 18:20,89.812,1366.56,6150,0
1/5/2018 18:25,89.8374,1371.97,6150,0
1/5/2018 18:30,89.8628,1368,6153.85,0
1/5/2018 18:35,89.9052,1371.56,6176.92,0
1/5/2018 18:40,89.9306,1369.12,6169.23,0
1/5/2018 18:45,90.0068,1371.22,6180.77,0
1/5/2018 18:50,90.0406,1368.38,6188.46,0
1/5/2018 18:55,90.0491,1368.54,6188.46,0
1/5/2018 19:00,90.083,1373.1,6203.85,0
1/5/2018 19:05,90.1169,1370.98,6200,0
1/5/2018 19:10,90.1338,1367.41,6203.85,0
1/5/2018 19:15,90.1762,1371.49,6215.38,0
1/5/2018 19:20,90.2016,1369.86,6223.08,0
1/5/2018 19:25,90.227,1372.06,6215.38,0
1/5/2018 19:30,90.21,1367.65,6219.23,0
1/5/2018 19:35,90.2016,1372.32,6211.54,0
1/5/2018 19:40,90.227,1368.85,6223.08,0
1/5/2018 19:45,90.2608,1369.55,6223.08,0
1/5/2018 19:50,90.2693,1372.46,6234.62,0
1/5/2018 19:55,90.2608,1368.84,6219.23,0
1/5/2018 20:00,90.2778,1371.48,6226.92,0
1/5/2018 20:05,90.3286,1368.91,6238.46,0
1/5/2018 20:10,90.3455,1370.22,6242.31,0
1/5/2018 20:15,90.3625,1370.87,6242.31,0
1/5/2018 20:20,90.3794,1369.94,6234.62,0
1/5/2018 20:25,90.4217,1369.95,6250,0
1/5/2018 20:30,90.4302,1372.8,6257.69,0
1/5/2018 20:35,90.4556,1370.3,6246.15,0
1/5/2018 20:40,90.4556,1371.05,6257.69,0
1/5/2018 20:45,90.4895,1371.25,6265.38,0
1/5/2018 20:50,90.4726,1370.49,6269.23,0
1/5/2018 20:55,90.4556,1371.9,6253.85,0
1/5/2018 21:00,90.5064,1368.39,6261.54,0
1/5/2018 21:05,90.4726,1369.37,6257.69,0
1/5/2018 21:10,90.4641,1369.39,6238.46,0
1/5/2018 21:15,90.4472,1370.72,6250,0
1/5/2018 21:20,90.4556,1372.49,6257.69,0
1/5/2018 21:25,90.4726,1369.79,6257.69,0
1/5/2018 21:30,90.481,1371.96,6265.38,0
1/5/2018 21:35,90.5149,1371.71,6261.54,0
1/5/2018 21:40,90.5149,1371.03,6273.08,0
1/5/2018 21:45,90.5318,1370.31,6269.23,0
1/5/2018 21:50,90.5827,1369.15,6269.23,0
1/5/2018 21:55,90.5657,1370.27,6261.54,0
1/5/2018 22:00,90.5742,1369.12,6273.08,0
1/5/2018 22:05,90.5911,1370.99,6269.23,0
1/5/2018 22:10,90.5403,1371.03,6261.54,0
1/5/2018 22:15,90.5403,1372.97,6269.23,0
1/5/2018 22:20,90.5657,1369.86,6257.69,0
1/5/2018 22:25,90.5657,1369.94,6261.54,0
1/5/2018 22:30,90.5234,1369.09,6265.38,0
1/5/2018 22:35,90.5403,1367.58,6261.54,0
1/5/2018 22:40,90.5403,1371.4,6265.38,0
1/5/2018 22:45,90.5657,1370.41,6269.23,0
1/5/2018 22:50,90.625,1372.03,6273.08,0
1/5/2018 22:55,90.5827,1369.53,6265.38,0
1/5/2018 23:00,90.5827,1369.55,6261.54,0
1/5/2018 23:05,90.5657,1370.5,6265.38,0
1/5/2018 23:10,90.625,1369.75,6284.62,0
1/5/2018 23:15,90.5911,1369.11,6269.23,0
1/5/2018 23:20,90.5996,1371.15,6273.08,0
1/5/2018 23:25,90.6419,1370.62,6269.23,0
1/5/2018 23:30,90.6081,1369.24,6265.38,0
1/5/2018 23:35,90.6165,1368.52,6261.54,0
1/5/2018 23:40,90.6419,1368.36,6273.08,0
1/5/2018 23:45,90.6335,1370.44,6265.38,0
1/5/2018 23:50,90.6081,1370.73,6273.08,0
1/5/2018 23:55,90.6589,1371.85,6269.23,0
1/6/2018 0:00,90.6335,1372.5,6269.23,0
1/6/2018 0:05,90.625,1372.72,6273.08,0
1/6/2018 0:10,90.5996,1371.65,6257.69,0
1/6/2018 0:15,90.625,1372.09,6261.54,0
1/6/2018 0:20,90.5911,1367.8,6273.08,0
1/6/2018 0:25,90.5911,1368.68,6265.38,0
1/6/2018 0:30,90.5996,1372.12,6269.23,0
1/6/2018 0:35,90.5996,1368.55,6261.54,0
1/6/2018 0:40,90.5996,1368.97,6261.54,0
1/6/2018 0:45,90.5657,1369.95,6253.85,0
1/6/2018 0:50,90.6081,1370.98,6257.69,0
1/6/2018 0:55,90.5657,1370.09,6250,0
1/6/2018 1:00,90.5573,1368.35,6265.38,0
1/6/2018 1:05,90.5657,1369.19,6250,0
1/6/2018 1:10,90.5318,1368.61,6246.15,0
1/6/2018 1:15,90.5403,1370.21,6246.15,0
1/6/2018 1:20,90.5827,1370.43,6246.15,0
1/6/2018 1:25,90.5403,1370.54,6257.69,0
1/6/2018 1:30,90.5403,1368.96,6246.15,0
1/6/2018 1:35,90.5911,1371.45,6246.15,0
1/6/2018 1:40,90.5911,1372.95,6253.85,0
1/6/2018 1:45,90.5827,1367.73,6265.38,0
1/6/2018 1:50,90.625,1368.54,6257.69,0
1/6/2018 1:55,90.6165,1369.56,6257.69,0
1/6/2018 2:00,90.625,1372.5,6273.08,0
1/6/2018 2:05,90.6335,1369.89,6273.08,0
1/6/2018 2:10,90.6673,1370.09,6273.08,0
1/6/2018 2:15,90.6335,1370.87,6273.08,0
1/6/2018 2:20,90.6589,1370.49,6276.92,0
1/6/2018 2:25,90.6589,1369.36,6269.23,0
1/6/2018 2:30,90.6673,1369.58,6273.08,0
1/6/2018 2:35,90.6758,1370.18,6280.77,0
1/6/2018 2:40,90.7182,1368.79,6280.77,0
1/6/2018 2:45,90.6843,1369.13,6280.77,0
1/6/2018 2:50,90.7266,1370.7,6273.08,0
1/6/2018 2:55,90.6927,1372.38,6273.08,0
1/6/2018 3:00,90.7266,1368.54,6273.08,0
1/6/2018 3:05,90.752,1369.88,6284.62,0
1/6/2018 3:10,90.7351,1371.11,6288.46,0
1/6/2018 3:15,90.7605,1370.2,6288.46,0
1/6/2018 3:20,90.7605,1368.19,6280.77,0
1/6/2018 3:25,90.769,1368.62,6284.62,0
1/6/2018 3:30,90.7859,1371.42,6288.46,0
1/6/2018 3:35,90.7859,1370.55,6288.46,0
1/6/2018 3:40,90.7774,1369.08,6307.69,0
1/6/2018 3:45,90.7944,1372.45,6303.85,0
1/6/2018 3:50,90.7944,1371.26,6303.85,0
1/6/2018 3:55,90.7774,1370.13,6296.15,0
1/6/2018 4:00,90.8028,1371.17,6303.85,0
1/6/2018 4:05,90.7774,1370.75,6303.85,0
1/6/2018 4:10,90.769,1371.97,6303.85,0
1/6/2018 4:15,90.769,1367.96,6307.69,0
1/6/2018 4:20,90.8113,1369.96,6300,0
1/6/2018 4:25,90.7859,1368.35,6303.85,0
1/6/2018 4:30,90.7774,1370.43,6307.69,0
1/6/2018 4:35,90.7774,1370.86,6315.38,0
1/6/2018 4:40,90.752,1368.15,6300,0
1/6/2018 4:45,90.8028,1372.21,6311.54,0
1/6/2018 4:50,90.8198,1369.28,6311.54,0
1/6/2018 5:00,90.8198,1370.49,6315.38,0
1/6/2018 5:05,90.8706,1369.34,6315.38,0
1/6/2018 5:10,90.8621,1370.12,6319.23,0
1/6/2018 5:15,90.8875,1368.81,6323.08,0
1/6/2018 5:20,90.8706,1370.91,6323.08,0
1/6/2018 5:25,90.9045,1367.49,6323.08,0
1/6/2018 5:30,90.8875,1371.54,6334.62,0
1/6/2018 5:35,90.8283,1371,6330.77,0
1/6/2018 5:40,90.8706,1372.45,6326.92,0
1/6/2018 5:45,90.8875,1371.33,6323.08,0
1/6/2018 5:50,90.9383,1368.44,6323.08,0
1/6/2018 5:55,90.9299,1370.84,6330.77,0
1/6/2018 6:00,90.9976,1368.75,6334.62,0
1/6/2018 6:05,91.0315,1371.08,6326.92,0
1/6/2018 6:10,91.0484,1369.11,6315.38,0
1/6/2018 6:15,91.1077,1368.43,6330.77,0
1/6/2018 6:20,91.1162,1370.15,6323.08,0
1/6/2018 6:25,91.1755,1370.06,6330.77,0
1/6/2018 6:30,91.1924,1370.33,6319.23,0
1/6/2018 6:35,91.167,1368.8,6315.38,0
1/6/2018 6:40,91.2009,1368.66,6326.92,0
1/6/2018 6:45,91.2009,1370.33,6319.23,0
1/6/2018 6:50,91.2263,1370.46,6330.77,0
1/6/2018 6:55,91.2263,1368.39,6315.38,0
1/6/2018 7:00,91.2348,1370.69,6315.38,0
1/6/2018 7:05,91.2432,1369.52,6319.23,0
1/6/2018 7:10,91.2686,1370.29,6326.92,0
1/6/2018 7:15,91.3279,1368.18,6326.92,0
1/6/2018 7:20,91.3448,1368.09,6330.77,0
1/6/2018 7:25,91.3364,1368.97,6334.62,0
1/6/2018 7:30,91.3448,1371.08,6338.46,0
1/6/2018 7:35,91.3787,1370.98,6342.31,0
1/6/2018 7:40,91.3533,1369.84,6334.62,0
1/6/2018 7:45,91.3787,1370.65,6342.31,0
1/6/2018 7:50,91.4211,1368.79,6338.46,0
1/6/2018 7:55,91.3957,1369.64,6346.15,0
1/6/2018 8:00,91.3957,1368.95,6338.46,0
1/6/2018 8:05,91.4041,1370.3,6338.46,0
